business_unit,category,product,condition,rate,note,source_file
Retail,CASA Products,EBL Classic Savings,"Less than BDT 50,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Classic Savings,"BDT 50,000 < BDT 500,000",0.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Classic Savings,"BDT 500,000 < BDT 2,500,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Classic Savings,"BDT 2,500,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Insta Savings,"Less than BDT 50,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Insta Savings,"BDT 50,000 < BDT 500,000",0.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Insta Savings,"BDT 500,000 < BDT 2,500,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Insta Savings,"BDT 2,500,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Women's Savings,"Less than BDT 25,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Women's Savings,"BDT 25,000 < BDT 100,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Women's Savings,"BDT 100,000 < BDT 500,000",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Women's Savings,"BDT 500,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Green Account,"Less than BDT 25,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Green Account,"BDT 25,000 < BDT 100,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Green Account,"BDT 100,000 < BDT 500,000",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Green Account,"BDT 500,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,50 Plus Savings,"Less than BDT 50,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,50 Plus Savings,"BDT 50,000 < BDT 100,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,50 Plus Savings,"BDT 100,000 < BDT 500,000",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,50 Plus Savings,"BDT 500,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Super HPA,"Less than BDT 5,000,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Super HPA,"BDT 5,000,000 and above",Up to 4.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Premium Savings,"Less than BDT 100,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Premium Savings,"BDT 100,000 < BDT 1,000,000",0.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Premium Savings,"BDT 1,000,000 < BDT 2,500,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Premium Savings,"BDT 2,500,000 < BDT 5,000,000",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Premium Savings,"BDT 5,000,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Platinum Plus Account,"Less than BDT 100,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Platinum Plus Account,"BDT 100,000 < BDT 1,000,000",0.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Platinum Plus Account,"BDT 1,000,000 < BDT 2,500,000",1.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Platinum Plus Account,"BDT 2,500,000 < BDT 5,000,000",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Platinum Plus Account,"BDT 5,000,000 and above",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL High Earning Account,"Less than BDT 2,500,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL High Earning Account,"BDT 2,500,000 < BDT 5,000,000",2.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL High Earning Account,"BDT 5,000,000 < BDT 10,000,000",3.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL High Earning Account,"BDT 10,000,000 < BDT 30,000,000",4.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL High Earning Account,"BDT 30,000,000 < BDT 50,000,000",5.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL High Earning Account,"BDT 50,000,000 and above",7.00%,,Deposit_Rate_tab.xlsx
Commercial,CASA Products,EBL High Earning Account - Commercial,"Less than BDT 5,000,000",0.00%,,Deposit_Rate_tab.xlsx
Commercial,CASA Products,EBL High Earning Account - Commercial,"BDT 5,000,000 < BDT 20,000,000",2.00%,,Deposit_Rate_tab.xlsx
Commercial,CASA Products,EBL High Earning Account - Commercial,"BDT 20,000,000 < BDT 30,000,000",3.00%,,Deposit_Rate_tab.xlsx
Commercial,CASA Products,EBL High Earning Account - Commercial,"BDT 30,000,000 < BDT 50,000,000",4.00%,,Deposit_Rate_tab.xlsx
Commercial,CASA Products,EBL High Earning Account - Commercial,"BDT 50,000,000 < BDT 100,000,000",5.50%,,Deposit_Rate_tab.xlsx
Commercial,CASA Products,EBL High Earning Account - Commercial,"BDT 100,000,000 and above",7.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Easy Account,"Less than BDT 100,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Easy Account,"BDT 100,000 and above",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL MAX Savers,"Less than BDT 100,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL MAX Savers,"BDT 100,000 and above",1.50%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Power Savings,"Less than BDT 100,000",0.00%,,Deposit_Rate_tab.xlsx
Retail,CASA Products,EBL Power Savings,"BDT 100,000 and above",1.50%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Campus Account,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL SHUBIDHA,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Shonchoy,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Paribar,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Junior,All balances,2.00%,"As per Bangladesh Bank GBCSRD Circular Letter: 02, dated March 03, 2015, the highest interest rate of the rest savings products is to be offered.",Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Agri Saver,All balances,2.00%,"As per Bangladesh Bank GBCSRD Circular Letter: 02, dated March 03, 2015, the highest interest rate of the rest savings products is to be offered.",Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Shakti Savings,All balances,2.00%,"As per Bangladesh Bank GBCSRD Circular Letter: 02, dated March 03, 2015, the highest interest rate of the rest savings products is to be offered.",Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Speed,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Fusion,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,Payroll Premium,0 < 0.05M,0.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,Payroll Premium,0.05M < 0.5M,0.50%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,Payroll Premium,0.5M < 2.5M,1.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,Payroll Premium,2.5M and above,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Salary,0 < 0.05M,0.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Salary,0.05M < 0.5M,0.50%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Salary,0.5M < 2.5M,1.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Salary,2.5M and above,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,SND,0 < 10 million,1.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,SND,10 Million < 250 Million,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,SND,250 Million < 500 Million,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,SND,500 Million < 1000 Million,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,SND,1000 million and above,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,HPA / Super HPA,All balances,Up to 4.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,EBL Ovilashi,All balances,2.00%,,Deposit_Rate_tab.xlsx
General,Other CASA / SND / HPA,SND - Bank,All balances,Market Rate,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,Less than BDT 0.1 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,BDT 0.5 Cr. < BDT 1 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,BDT 1 Cr. < BDT 5 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,BDT 5 Cr. < BDT 10 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,BDT 10 Cr. < BDT 25 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Month,More than BDT 25 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,Less than BDT 0.1 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,BDT 0.5 Cr. < BDT 1 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,BDT 1 Cr. < BDT 5 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,BDT 5 Cr. < BDT 10 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,BDT 10 Cr. < BDT 25 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Month,More than BDT 25 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,Less than BDT 0.1 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,BDT 0.5 Cr. < BDT 1 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,BDT 1 Cr. < BDT 5 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,BDT 5 Cr. < BDT 10 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,BDT 10 Cr. < BDT 25 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 6 Month,More than BDT 25 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,Less than BDT 0.1 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,BDT 0.1 Cr. < BDT 0.5 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,BDT 0.5 Cr. < BDT 1 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,BDT 1 Cr. < BDT 5 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,BDT 5 Cr. < BDT 10 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,BDT 10 Cr. < BDT 25 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 1 Year,More than BDT 25 Cr.,6.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,Less than BDT 0.1 Cr.,7.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,BDT 0.1 Cr. < BDT 0.5 Cr.,7.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,BDT 0.5 Cr. < BDT 1 Cr.,7.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,BDT 1 Cr. < BDT 5 Cr.,7.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,BDT 5 Cr. < BDT 10 Cr.,7.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,BDT 10 Cr. < BDT 25 Cr.,7.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 2 Year,More than BDT 25 Cr.,7.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,Less than BDT 0.1 Cr.,7.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,BDT 0.1 Cr. < BDT 0.5 Cr.,7.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,BDT 0.5 Cr. < BDT 1 Cr.,7.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,BDT 1 Cr. < BDT 5 Cr.,7.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,BDT 5 Cr. < BDT 10 Cr.,7.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,BDT 10 Cr. < BDT 25 Cr.,7.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,FD 3 Year,More than BDT 25 Cr.,7.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,Less than BDT 0.1 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,BDT 0.5 Cr. < BDT 1 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,BDT 1 Cr. < BDT 5 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,BDT 5 Cr. < BDT 10 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,BDT 10 Cr. < BDT 25 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Month,More than BDT 25 Cr.,2.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,Less than BDT 0.1 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,BDT 0.5 Cr. < BDT 1 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,BDT 1 Cr. < BDT 5 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,BDT 5 Cr. < BDT 10 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,BDT 10 Cr. < BDT 25 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 3 Month,More than BDT 25 Cr.,6.35%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,Less than BDT 0.1 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,BDT 0.5 Cr. < BDT 1 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,BDT 1 Cr. < BDT 5 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,BDT 5 Cr. < BDT 10 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,BDT 10 Cr. < BDT 25 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 6 Month,More than BDT 25 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,Less than BDT 0.1 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,BDT 0.1 Cr. < BDT 0.5 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,BDT 0.5 Cr. < BDT 1 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,BDT 1 Cr. < BDT 5 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,BDT 5 Cr. < BDT 10 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,BDT 10 Cr. < BDT 25 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,Extra Value FD 1 Year,More than BDT 25 Cr.,7.00%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,Less than BDT 0.1 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,BDT 0.1 Cr. < BDT 0.5 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,BDT 0.5 Cr. < BDT 1 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,BDT 1 Cr. < BDT 5 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,BDT 5 Cr. < BDT 10 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,BDT 10 Cr. < BDT 25 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Century,More than BDT 25 Cr.,8.25%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,Less than BDT 0.1 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,BDT 0.1 Cr. < BDT 0.5 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,BDT 0.5 Cr. < BDT 1 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,BDT 1 Cr. < BDT 5 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,BDT 5 Cr. < BDT 10 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,BDT 10 Cr. < BDT 25 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century,More than BDT 25 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,Less than BDT 0.1 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,BDT 0.1 Cr. < BDT 0.5 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,BDT 0.5 Cr. < BDT 1 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,BDT 1 Cr. < BDT 5 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,BDT 5 Cr. < BDT 10 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,BDT 10 Cr. < BDT 25 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super 360 Days,More than BDT 25 Cr.,9.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,Less than BDT 0.1 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,BDT 0.1 Cr. < BDT 0.5 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,BDT 0.5 Cr. < BDT 1 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,BDT 1 Cr. < BDT 5 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,BDT 5 Cr. < BDT 10 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,BDT 10 Cr. < BDT 25 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Double Century Repeat,More than BDT 25 Cr.,8.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,Less than BDT 0.1 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,BDT 0.1 Cr. < BDT 0.5 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,BDT 0.5 Cr. < BDT 1 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,BDT 1 Cr. < BDT 5 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,BDT 5 Cr. < BDT 10 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,BDT 10 Cr. < BDT 25 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super Repeat 360 Days,More than BDT 25 Cr.,8.75%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,Less than BDT 0.1 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,BDT 0.1 Cr. < BDT 0.5 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,BDT 0.5 Cr. < BDT 1 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,BDT 1 Cr. < BDT 5 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,BDT 5 Cr. < BDT 10 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,BDT 10 Cr. < BDT 25 Cr.,9.50%,,Deposit_Rate_tab.xlsx
Retail,Term Deposit,EBL Super FD 3 Month,More than BDT 25 Cr.,9.50%,,Deposit_Rate_tab.xlsx
